title,stars,price,book_stars,author,book_url,books_pages
自分でつくるAccess 販売・顧客・帳票管理システム 2021/2019/2016、Microsoft 365対応,9,2915,4.3,"
早坂清志 
(著),  
",https://www.amazon.co.jp/-/en/%E3%81%8D%E3%81%9F%E3%81%BF%E3%81%82%E3%81%8D%E3%81%93/dp/4839977399,320 pages
DX CX SX ―― 挑戦するすべての企業に爆発的な成長をもたらす経営の思考法 ――,121,1738,4.2,"
本間卓哉 
(著),  
",https://www.amazon.co.jp/-/en/%E5%85%AB%E5%AD%90%E7%9F%A5%E7%A4%BC/dp/4295406228,0
SQLではじめるデータ分析 ―クエリで行う前処理、時系列解析、コホート分析、テキスト分析、異常検知,5,3740,4.2,"
陶山 嶺 
(著) 
",https://www.amazon.co.jp/-/en/Cathy-Tanimura/dp/4814400209,352 pages
AWSではじめる クラウド開発入門 (Compass Data Science),20,3498,4.1,"
羽生 章洋 
(著),  
",https://www.amazon.co.jp/-/en/%E7%9C%9F%E9%87%8E-%E6%99%BA%E4%B9%8B/dp/4839977607,368 pages
事業分析・データ設計のためのモデル作成技術入門,12,4378,4.1,"
五十嵐 貴之 
(著) 
",https://www.amazon.co.jp/-/en/%E4%BD%90%E8%97%A4-%E6%AD%A3%E7%BE%8E/dp/4297129469,320 pages
SQL Server 2016の教科書 開発編,41,3960,4.1,"
下山 輝昌 
(著),  
",https://www.amazon.co.jp/-/en/%E6%9D%BE%E6%9C%AC-%E7%BE%8E%E7%A9%82/dp/4802610629,0
PHP本格入門[上] ~プログラミングとオブジェクト指向の基礎からデータベース連携まで,41,3938,4.1,"
富士通エフ・オー・エム株式会社 (FOM出版) 
(著) 
",https://www.amazon.co.jp/-/en/%E5%A4%A7%E5%AE%B6-%E6%AD%A3%E7%99%BB/dp/4297114682,680 pages
AWSではじめるインフラ構築入門 安全で堅牢な本番環境のつくり方,153,5800,4.1,"
岡嶋 裕史 
(著) 
",https://www.amazon.co.jp/-/en/%E4%B8%AD%E5%9E%A3-%E5%81%A5%E5%BF%97/dp/4798163430,0
実践的データモデリング入門 (DB Magazine SELECTION),21,2640,4.4,"
喜多 耕一 
(著) 
",https://www.amazon.co.jp/-/en/%E7%9C%9F%E9%87%8E-%E6%AD%A3/dp/4798103853,0
世界一わかりやすい Excelテキスト 2021/2019/2016/365対応版 (ベテラン講師がつくりました),4,1958,4.4,"
尾藤 正人 
(著),  
",https://www.amazon.co.jp/-/en/%E5%9C%9F%E5%B2%90-%E9%A0%86%E5%AD%90/dp/4297126753,272 pages
[Web開発者のための]大規模サービス技術入門 ―データ構造、メモリ、OS、DB、サーバ/インフラ (WEB+DB PRESS plusシリーズ),36,2838,4.1,"
Master KT 
(著) 
",https://www.amazon.co.jp/-/en/%E4%BC%8A%E8%97%A4-%E7%9B%B4%E4%B9%9F/dp/4774143073,0
[ゲーム&モダンJavaScript文法で2倍楽しい]グラフィックスプログラミング入門 ——リアルタイムに動く画面を描く。プログラマー直伝の基本 (WEB+DB PRESS plus),43,3058,4.3,"
Alan Beaulieu 
(著),  
",https://www.amazon.co.jp/-/en/%E6%9D%89%E6%9C%AC-%E9%9B%85%E5%BA%83/dp/4297110857,368 pages
コーディングを支える技術 ~成り立ちから学ぶプログラミング作法 (WEB+DB PRESS plus),73,2717,4.1,"
小笠原 種高 
(著) 
",https://www.amazon.co.jp/-/en/%E8%A5%BF%E5%B0%BE-%E6%B3%B0%E5%92%8C/dp/477415654X,264 pages
絵で見てわかるブロックチェーンの仕組み,26,2838,4.0,"
朝井 淳 
(著) 
",https://www.amazon.co.jp/-/en/%E7%B1%B3%E6%B4%A5-%E6%AD%A6%E8%87%B3/dp/4798158860,256 pages
一般意志2.0 ルソー、フロイト、グーグル (講談社文庫),136,759,4.1,"
松田達也 
(著) 
",https://www.amazon.co.jp/-/en/%E6%9D%B1-%E6%B5%A9%E7%B4%80/dp/4062932725,336 pages
Fluentd実践入門 ── 統合ログ基盤のためのデータ収集ツール (WEB+DB PRESS plus),13,3520,4.0,"
高橋 麻奈 
(著) 
",https://www.amazon.co.jp/-/en/%E7%94%B0%E7%B1%A0-%E8%81%A1/dp/4297131099,544 pages
ヘルプサイトの作り方 (WEB+DB PRESSプラスシリーズ),30,2838,4.3,"
佐藤 明夫 
(著),  
",https://www.amazon.co.jp/-/en/%E4%BB%B2%E7%94%B0-%E5%B0%9A%E5%A4%AE/dp/4297104040,208 pages
[改訂新版]プログラマのための文字コード技術入門 (WEB+DB PRESS plusシリーズ),35,2948,4.3,"
平塚 知真子 
(著),  
",https://www.amazon.co.jp/-/en/%E7%9F%A2%E9%87%8E-%E5%95%93%E4%BB%8B/dp/4297102919,0
Access 2021 応用 Office 2021/Microsoft 365 対応,1,2310,4.2,"
吉成 祐人 
(著),  
",https://www.amazon.co.jp/-/en/%E5%AF%8C%E5%A3%AB%E9%80%9A%E3%83%A9%E3%83%BC%E3%83%8B%E3%83%B3%E3%82%B0%E3%83%A1%E3%83%87%E3%82%A3%E3%82%A2/dp/4867750298,302 pages
(無料電話サポート・無料電子版付)できるExcelデータベース 入力・整形・分析の効率アップに役立つ本 2019/2016/2013 & Microsoft 365対応 (できるシリーズ),61,2288,4.0,"
日能研教務部 
(編集) 
",https://www.amazon.co.jp/-/en/%E6%97%A9%E5%9D%82%E6%B8%85%E5%BF%97/dp/4295010286,320 pages
売上が上がるフロントオフィスの設計図――営業DX・CRM/SFA・MA活用・マーケティング戦略を一気に実現させる方法,37,1848,4.3,"
渡部 徹太郎 
(著, 監修),  
",https://www.amazon.co.jp/-/en/%E6%9C%AC%E9%96%93%E5%8D%93%E5%93%89/dp/4295406910,240 pages
Python実践入門 ── 言語の力を引き出し、開発効率を高める (WEB+DB PRESS plusシリーズ),105,3278,4.3,"
Anthony Molinaro 
(著),  
",https://www.amazon.co.jp/-/en/%E9%99%B6%E5%B1%B1-%E5%B6%BA/dp/429711111X,0
改訂第3版 すらすらと手が動くようになる SQL書き方ドリル (WEB+DB PRESS plus),28,2706,4.6,"
田村 達也 
(著) 
",https://www.amazon.co.jp/-/en/%E7%BE%BD%E7%94%9F-%E7%AB%A0%E6%B4%8B/dp/4774180661,0
SQL Server Transact-SQLプログラミング 実践開発ガイド,30,3938,4.5,"
杉原 厚吉 
(著) 
",https://www.amazon.co.jp/-/en/%E4%BA%94%E5%8D%81%E5%B5%90-%E8%B2%B4%E4%B9%8B/dp/4297108356,0
Python実践データ分析100本ノック,400,0,4.4,"
久我 涼子 
(著) 
",https://www.amazon.co.jp/-/en/%E4%B8%8B%E5%B1%B1-%E8%BC%9D%E6%98%8C/dp/4798058750,272 pages
Access 2019 応用 (よくわかる),82,2200,4.1,"
きたみあきこ 
(著),  
",https://www.amazon.co.jp/-/en/%E5%AF%8C%E5%A3%AB%E9%80%9A%E3%82%A8%E3%83%95%E3%83%BB%E3%82%AA%E3%83%BC%E3%83%BB%E3%82%A8%E3%83%A0%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE-FOM%E5%87%BA%E7%89%88/dp/4865103872,0
ブロックチェーン 相互不信が実現する新しいセキュリティ (ブルーバックス),155,1100,4.2,"
有野 和真 
(著) 
",https://www.amazon.co.jp/-/en/%E5%B2%A1%E5%B6%8B-%E8%A3%95%E5%8F%B2/dp/4065144353,256 pages
業務で使うＱＧＩＳ　Ver.3　完全使いこなしガイド　,77,0,4.1,"
坂下 夕里 
(著) 
",https://www.amazon.co.jp/-/en/%E5%96%9C%E5%A4%9A-%E8%80%95%E4%B8%80/dp/4881383787,0
WEB+DB PRESS Vol.122,77,2925,4.4,"
リブロワークス 
(著) 
",https://www.amazon.co.jp/-/en/%E5%B0%BE%E8%97%A4-%E6%AD%A3%E4%BA%BA/dp/4297121190,0
成長企業が選ぶ最強のデジタル変革ツール「Zoho」,43,2178,4.0,"
矢沢 久雄 
(著) 
",https://www.amazon.co.jp/-/en/%E8%88%B9%E4%BA%95%E7%B7%8F%E5%90%88%E7%A0%94%E7%A9%B6%E6%89%80/dp/4295406724,0
データドリブンの極意 〜Tableauブートキャンプで学ぶデータを「読む」「語る」力,37,2992,4.3,"
ふかひれ 
(著) 
",https://www.amazon.co.jp/-/en/Master-KT/dp/429712209X,0
詳細! PHP 8 + MySQL入門ノート XAMPP + MAMP 対応,25,3520,4.0,"
松島 七衣 
(著) 
",https://www.amazon.co.jp/-/en/%E5%A4%A7%E9%87%8D%E7%BE%8E%E5%B9%B8/dp/4800712874,592 pages
オンラインゲームを支える技術　　－－壮大なプレイ空間の舞台裏 (WEB+DB PRESS plus),28,3168,4.2,"
大川 徳之 
(著) 
",https://www.amazon.co.jp/-/en/%E4%B8%AD%E5%B6%8B-%E8%AC%99%E4%BA%92/dp/4774145807,624 pages
初めてのSQL 第3版,7,3080,4.0,"
金城 俊哉 
(著) 
",https://www.amazon.co.jp/-/en/Alan-Beaulieu/dp/4873119588,376 pages
なぜ？がわかるデータベース,22,2178,4.4,"
早川圭一 
(著) 
",https://www.amazon.co.jp/-/en/%E5%B0%8F%E7%AC%A0%E5%8E%9F-%E7%A8%AE%E9%AB%98/dp/479815654X,256 pages
[増補改訂]良いコードを書く技術 ── 読みやすく保守しやすいプログラミング作法 (WEB+DB PRESS plus),32,2948,4.1,"
寺田 眞治 
(著) 
",https://www.amazon.co.jp/-/en/%E7%B8%A3-%E4%BF%8A%E8%B2%B4/dp/4297120488,264 pages
イラストで理解　SQL　はじめて入門,17,2398,4.0,"
梅澤 克之 
(翻訳),  
",https://www.amazon.co.jp/-/en/%E6%9C%9D%E4%BA%95-%E6%B7%B3/dp/4297105438,288 pages
書き込み式SQLのドリル 改訂新版,24,2420,4.0,"
ジョー・セルコ 
(著),  
",https://www.amazon.co.jp/-/en/%E5%B1%B1%E7%94%B0-%E7%A5%A5%E5%AF%9B/dp/4822296210,0
はじめてのデータベース設計: 論理設計 正規化編,80,0,4.5,"
蝦名信英 
(著),  
",https://www.amazon.co.jp/-/en/%E6%9D%BE%E7%94%B0%E9%81%94%E4%B9%9F-ebook/dp/B09HJM9JVG,58 pages
やさしいC# 第3版 (「やさしい」シリーズ),30,2838,4.3,"
実教出版編修部 
(編集) 
",https://www.amazon.co.jp/-/en/%E9%AB%98%E6%A9%8B-%E9%BA%BB%E5%A5%88/dp/4815603928,456 pages
徹底攻略 ORACLE MASTER Bronze 12c SQL基礎問題集[1Z0-061]対応,24,3630,4.2,"
松木 雅幸 
(著),  
",https://www.amazon.co.jp/-/en/%E4%BD%90%E8%97%A4-%E6%98%8E%E5%A4%AB/dp/4844336762,496 pages
今すぐ使える！ Google Workspace & Chromebook 情報セキュリティ管理術～学校・オフィスを守るクラウド時代の新常識,14,2717,4.6,"
家入 葉子 
(著),  
",https://www.amazon.co.jp/-/en/%E5%B9%B3%E5%A1%9A-%E7%9F%A5%E7%9C%9F%E5%AD%90-ebook/dp/B0B773BZG3,462 pages
ステップアップUnity ──プロが教える現場の教科書 (WEB+DB PRESS plus),24,2948,4.1,"
高橋 麻奈 
(著) 
",https://www.amazon.co.jp/-/en/%E5%90%89%E6%88%90-%E7%A5%90%E4%BA%BA/dp/4297119277,256 pages
ウイニングステップ 小学4年 算数2 図形 (ウイニングステップシリーズ),28,880,4.0,"
松田達也 
(著) 
",https://www.amazon.co.jp/-/en/%E6%97%A5%E8%83%BD%E7%A0%94%E6%95%99%E5%8B%99%E9%83%A8/dp/4895248836,104 pages
RDB技術者のためのNoSQLガイド,43,7349,4.2,"
貝瀬 岳志 
(著),  
",https://www.amazon.co.jp/-/en/%E6%B8%A1%E9%83%A8-%E5%BE%B9%E5%A4%AA%E9%83%8E/dp/479804573X,568 pages
SQLクックブック 第2版 ―データベースエキスパート、データサイエンティストのための実践レシピ集,10,4400,4.7,"
Dale Dougherty 
(著),  
",https://www.amazon.co.jp/-/en/Anthony-Molinaro/dp/4873119774,560 pages
オラクル認定資格教科書 Javaプログラマ Bronze SE 7/8,34,3520,4.5,"
ピーコックアンダーソン 
(著) 
",https://www.amazon.co.jp/-/en/%E5%B1%B1%E6%9C%AC-%E9%81%93%E5%AD%90/dp/4798142719,344 pages
MongoDB 解体新書: これ１冊で即実践レベル！究極の入門書 (専門書),33,0,4.1,"
日能研教務部 
(編集) 
",https://www.amazon.co.jp/-/en/%E7%94%B0%E6%9D%91-%E9%81%94%E4%B9%9F-ebook/dp/B07BGC4MJ1,0
データ構造とアルゴリズム,18,2640,4.5,"
浜田 久美子 
(著) 
",https://www.amazon.co.jp/-/en/%E6%9D%89%E5%8E%9F-%E5%8E%9A%E5%90%89/dp/4320120345,203 pages
ノーコードではじめる機械学習,7,2760,5.0,"
日能研教務部 
(編集) 
",https://www.amazon.co.jp/-/en/%E4%B9%85%E6%88%91-%E6%B6%BC%E5%AD%90/dp/B09NSF3ZYC,260 pages
もし、プロのスコアラーがあなたの野球チームにいたら何をやるか?,42,1760,4.4,"
後藤 雄一 
(編集),  
",https://www.amazon.co.jp/-/en/%E4%B8%89%E4%BA%95-%E5%BA%B7%E6%B5%A9/dp/4041112842,304 pages
(無料電話サポート付き)できるExcel グラフ Office 365/2019/2016/2013対応 魅せる&伝わる資料作成に役立つ本 (できるシリーズ),23,2178,4.0,"
杉山 貴章 
(著),  
",https://www.amazon.co.jp/-/en/%E3%81%8D%E3%81%9F%E3%81%BF%E3%81%82%E3%81%8D%E3%81%93/dp/4295007935,400 pages
Androidを支える技術〈I〉──60fpsを達成するモダンなGUIシステム (WEB+DB PRESS plus),25,3960,4.1,"
沢内 晴彦 
(著) 
",https://www.amazon.co.jp/-/en/%E6%9C%89%E9%87%8E-%E5%92%8C%E7%9C%9F/dp/4774187593,336 pages
イラストでそこそこわかるSQL SELECT文と並び替え・集約のきほんのきまで,7,2750,4.1,"
本橋信也 
(著),  
",https://www.amazon.co.jp/-/en/%E5%9D%82%E4%B8%8B-%E5%A4%95%E9%87%8C/dp/4798163732,0
今すぐ使えるかんたんEx Excel関数 ビジネスに役立つ! プロ技BESTセレクション[2019/2016/2013/365対応版],12,1760,4.3,"
日能研教務部 
(編集) 
",https://www.amazon.co.jp/-/en/%E3%83%AA%E3%83%96%E3%83%AD%E3%83%AF%E3%83%BC%E3%82%AF%E3%82%B9/dp/4297122537,352 pages
いちばんやさしい SQL 入門教室,50,2069,4.1,"
株式会社ハートビーツ 
(著),  
",https://www.amazon.co.jp/-/en/%E7%9F%A2%E6%B2%A2-%E4%B9%85%E9%9B%84-ebook/dp/B07S5KVWCF,242 pages
世界でいちばんやさしいブックマーク整理の教科書: 生産性UP！お気に入りデータの整理術　大量のブックマークコレクションがすっきり片付く 整理シリーズ (ふかひれ出版),12,0,4.0,"
株式会社コーソル 渡部 亮太 
(著) 
",https://www.amazon.co.jp/-/en/%E3%81%B5%E3%81%8B%E3%81%B2%E3%82%8C-ebook/dp/B0BR5RZS5W,0
Tableauによる最強・最速のデータ可視化テクニック ～データ加工からダッシュボード作成まで～,144,0,4.4,"
奥野 幹也 
(著, 編集) 
",https://www.amazon.co.jp/-/en/%E6%9D%BE%E5%B3%B6-%E4%B8%83%E8%A1%A3/dp/4798159743,352 pages
[増補改訂]関数プログラミング実践入門 ──簡潔で、正しいコードを書くために (WEB+DB PRESS plus),13,3278,4.0,"
きたみあきこ 
(著),  
",https://www.amazon.co.jp/-/en/%E5%A4%A7%E5%B7%9D-%E5%BE%B3%E4%B9%8B/dp/4774183903,0
VisualC#2019パーフェクトマスター (Perfect Master),61,3520,4.2,"
日能研教務部 
(編集) 
",https://www.amazon.co.jp/-/en/%E9%87%91%E5%9F%8E-%E4%BF%8A%E5%93%89/dp/4798059129,784 pages
SQLの苦手を克服する本 データの操作がイメージできれば誰でもできる (Software Design plusシリーズ),28,2728,4.0,"
菅原 祐 
(著),  
",https://www.amazon.co.jp/-/en/%E7%94%9F%E5%B3%B6-%E5%8B%98%E5%AF%8C/dp/4297107171,0
SFA・CRM 現場を動かす営業DX,7,1628,4.1,"
加藤健 
(著),  
",https://www.amazon.co.jp/-/en/%E6%97%A9%E5%B7%9D%E5%9C%AD%E4%B8%80/dp/4295407119,192 pages
個人データ戦略活用　ステップで分かる改正個人情報保護法実務ガイドブック,24,2640,4.4,"
川合 史朗 
(著),  
",https://www.amazon.co.jp/-/en/%E5%AF%BA%E7%94%B0-%E7%9C%9E%E6%B2%BB/dp/4296110926,0
情報検索 :検索エンジンの実装と評価,4,13200,4.5,"
永田 武 
(著) 
",https://www.amazon.co.jp/-/en/%E6%A2%85%E6%BE%A4-%E5%85%8B%E4%B9%8B/dp/4627817614,0
SQLパズル 第2版~プログラミングが変わる書き方/考え方,23,3080,4.3,"
不二桜 
(著) 
",https://www.amazon.co.jp/-/en/%E3%82%B8%E3%83%A7%E3%83%BC%E3%83%BB%E3%82%BB%E3%83%AB%E3%82%B3/dp/4798114138,336 pages
書籍「仕事で使うエクセル/ファイルメーカー/リモートワーク」,5,3520,4.3,"
上原 孝之 
(著) 
",https://www.amazon.co.jp/-/en/%E8%9D%A6%E5%90%8D%E4%BF%A1%E8%8B%B1/dp/B08HGW8TCD,0
60時間でエキスパート Access 2007/2010,10,0,4.0,"
日比野 恒 
(著) 
",https://www.amazon.co.jp/-/en/%E5%AE%9F%E6%95%99%E5%87%BA%E7%89%88%E7%B7%A8%E4%BF%AE%E9%83%A8/dp/4407319070,0
改訂2版 みんなのGo言語,56,2398,4.7,"
朝井 淳 
(著) 
",https://www.amazon.co.jp/-/en/%E6%9D%BE%E6%9C%A8-%E9%9B%85%E5%B9%B8/dp/4297107279,0
SQLデータ分析・活用入門 データサイエンスの扉を開くための技術 MySQL/PostgreSQL 両対応,29,2860,4.3,"
掌田津耶乃 
(著) 
",https://www.amazon.co.jp/-/en/%E8%A5%BF%E6%BD%A4%E5%8F%B2%E9%83%8E/dp/4802612265,400 pages
文献学と英語史研究 (最新英語学・言語学シリーズ 21巻),3,3960,4.3,"
Scott Gaetjen 
(著),  
",https://www.amazon.co.jp/-/en/%E5%AE%B6%E5%85%A5-%E8%91%89%E5%AD%90/dp/4758914214,0
やさしいJava 活用編 第6版 (「やさしい」シリーズ),7,0,4.6,"
南部 朋子 
(著),  
",https://www.amazon.co.jp/-/en/%E9%AB%98%E6%A9%8B-%E9%BA%BB%E5%A5%88/dp/481560083X,0
はじめてのデータベース設計: データベース設計準備編,36,0,4.2,"
中村 州男 
(著) 
",https://www.amazon.co.jp/-/en/%E6%9D%BE%E7%94%B0%E9%81%94%E4%B9%9F-ebook/dp/B0B2NGD7GS,100 pages
スクラム実践入門 ── 成果を生み出すアジャイルな開発プロセス (WEB+DB PRESS plus),26,2838,4.4,"
勝俣 智成 
(著),  
",https://www.amazon.co.jp/-/en/%E8%B2%9D%E7%80%AC-%E5%B2%B3%E5%BF%97/dp/4774172367,240 pages
sed & awkプログラミング 改訂版 (A nutshell handbook),23,4510,4.5,"
NSシステムズ 
(著) 
",https://www.amazon.co.jp/-/en/Dale-Dougherty/dp/4900900583,461 pages
みんなのコンピュータサイエンス,21,2750,4.3,"
日能研教務部 
(編集) 
",https://www.amazon.co.jp/-/en/Wladston-Ferreira-Filho/dp/4798154814,200 pages
データベース論理設計: データベースの論理設計を学んで正規化やE-R図の書き方がわかるようになります,9,0,4.3,"
エンコアコンサルティング 
(著) 
",https://www.amazon.co.jp/-/en/%E3%83%94%E3%83%BC%E3%82%B3%E3%83%83%E3%82%AF%E3%82%A2%E3%83%B3%E3%83%80%E3%83%BC%E3%82%BD%E3%83%B3-ebook/dp/B0B4H43TDB,119 pages
ウイニングステップ 小学5年 国語1 説明的文章 改訂新版 (ウイニングステップシリーズ),19,990,4.3,"
Markus Winand 
(著, 寄稿) 
",https://www.amazon.co.jp/-/en/%E6%97%A5%E8%83%BD%E7%A0%94%E6%95%99%E5%8B%99%E9%83%A8/dp/4840302634,96 pages
日本史を学ぶための図書館活用術: 辞典・史料・データベース,23,1980,4.5,"
増井 敏克 
(著) 
",https://www.amazon.co.jp/-/en/%E6%B5%9C%E7%94%B0-%E4%B9%85%E7%BE%8E%E5%AD%90/dp/4642083707,183 pages
ウイニングステップ小学6年国語2記述,2,990,4.0,"
Robin Nixon 
(著),  
",https://www.amazon.co.jp/-/en/%E6%97%A5%E8%83%BD%E7%A0%94%E6%95%99%E5%8B%99%E9%83%A8/dp/4840302669,144 pages
実験医学増刊 Vol.39 No.7 日本人の疾患と健康のためのバイオバンクとデータベース活用法〜試料と情報の的確な探し方と使い方,4,5940,4.0,"
井田潤 
(著) 
",https://www.amazon.co.jp/-/en/%E5%BE%8C%E8%97%A4-%E9%9B%84%E4%B8%80/dp/4758103941,191 pages
反復学習ソフト付き 正規表現書き方ドリル (WEB+DB PRESS plus),26,3058,5.0,"
ChatGPT × Canva AIクリエイター　エンチャン 
(著),  
",https://www.amazon.co.jp/-/en/%E6%9D%89%E5%B1%B1-%E8%B2%B4%E7%AB%A0/dp/4774145092,296 pages
これ一冊で完璧! AccessVBA即戦力講座,27,2200,4.1,"
羽山博 
(著),  
",https://www.amazon.co.jp/-/en/%E6%B2%A2%E5%86%85-%E6%99%B4%E5%BD%A6/dp/4798046108,0
NOSQLの基礎知識 (ビッグデータを活かすデータベース技術),43,2450,4.7,"
西村めぐみ 
(著) 
",https://www.amazon.co.jp/-/en/%E6%9C%AC%E6%A9%8B%E4%BF%A1%E4%B9%9F/dp/4897978874,256 pages
ウイニングステップ 小学5年 社会 改訂新版<資料増補版> (ウイニングステップシリーズ),11,880,4.2,"
速水 治夫 
(著) 
",https://www.amazon.co.jp/-/en/%E6%97%A5%E8%83%BD%E7%A0%94%E6%95%99%E5%8B%99%E9%83%A8/dp/4840307423,140 pages
ウイニングステップ 小学5年 算数1 文章題 (ウイニングステップシリーズ),20,880,4.5,"
鈴木 健吾 
(著),  
",https://www.amazon.co.jp/-/en/%E6%97%A5%E8%83%BD%E7%A0%94%E6%95%99%E5%8B%99%E9%83%A8/dp/489524878X,120 pages
15時間でわかるMySQL集中講座,5,3168,4.5,"
一志 達也 
(著) 
",https://www.amazon.co.jp/-/en/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8F%E3%83%BC%E3%83%88%E3%83%93%E3%83%BC%E3%83%84/dp/4297106329,384 pages
Tableauデータ分析 ~実践から活用まで~,21,0,4.2,"
立山 秀利 
(著) 
",https://www.amazon.co.jp/-/en/%E5%B0%8F%E9%87%8E%E6%B3%B0%E8%BC%94/dp/4798054240,384 pages
プロとしてのOracleアーキテクチャ入門【第2版】(12c、11g、10g 対応) 図解と実例解説で学ぶ、データベースの仕組み (Oracle現場主義),22,0,4.2,"
五十嵐 貴之 
(著) 
",https://www.amazon.co.jp/-/en/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%B3%E3%83%BC%E3%82%BD%E3%83%AB-%E6%B8%A1%E9%83%A8-%E4%BA%AE%E5%A4%AA/dp/4797384085,0
エキスパートのためのMySQL[運用+管理]トラブルシューティングガイド,14,0,4.0,"
安藤 祐介 
(著),  
",https://www.amazon.co.jp/-/en/%E5%A5%A5%E9%87%8E-%E5%B9%B9%E4%B9%9F/dp/4774142948,520 pages
Effective SQL,14,3850,4.2,"
Ian Robinson 
(著),  
",https://www.amazon.co.jp/-/en/John-L-Viescas/dp/4798153990,304 pages
(無料電話サポート付)できるポケット Excelグラフ 基本&活用マスターブック Office 365/2019/2016/2013対応 (できるポケットシリーズ),11,1078,4.1,"
小田 圭二 
(著) 
",https://www.amazon.co.jp/-/en/%E3%81%8D%E3%81%9F%E3%81%BF%E3%81%82%E3%81%8D%E3%81%93/dp/4295008397,256 pages
ウイニングステップ 小学5年 理科 (ウイニングステップシリーズ),21,880,4.4,"
日能研教務部 
(編集) 
",https://www.amazon.co.jp/-/en/%E6%97%A5%E8%83%BD%E7%A0%94%E6%95%99%E5%8B%99%E9%83%A8/dp/4840300984,0
軽量・高速モバイルデータベースRealm入門,8,3168,4.0,"
山田 祥寛 
(著) 
",https://www.amazon.co.jp/-/en/%E8%8F%85%E5%8E%9F-%E7%A5%90/dp/4774188484,288 pages
絵で見てわかるシステム構築のためのOracle設計 DB Selection,12,1540,4.0,"
Laine Campbell 
(著),  
",https://www.amazon.co.jp/-/en/%E5%8A%A0%E8%97%A4%E5%81%A5-ebook/dp/B0088L99VY,418 pages
WEB+DB PRESS総集編[Vol.1~102] (WEB+DB PRESS plusシリーズ),26,3080,4.2,"
渡辺 幸三 
(著) 
",https://www.amazon.co.jp/-/en/%E5%B7%9D%E5%90%88-%E5%8F%B2%E6%9C%97/dp/477419686X,0
図解でなっとく! トラブル知らずのシステム設計 エラー制御・排他制御編,37,0,4.0,"
公益社団法人日本輸入食品安全推進協会 
(著, 編集) 
",https://www.amazon.co.jp/-/en/%E9%87%8E%E6%9D%91%E7%B7%8F%E5%90%88%E7%A0%94%E7%A9%B6%E6%89%80/dp/4822257193,272 pages
データベースの基礎 (改訂版) - MariaDB/MySQL対応 -,2,0,4.1,"
eigo 
(著),  
",https://www.amazon.co.jp/-/en/%E6%B0%B8%E7%94%B0-%E6%AD%A6/dp/433902919X,192 pages
Excel最強集計術 〜現場で効率アップできる本当に正しい使い方,22,2508,4.2,"
小野 哲 
(著),  
",https://www.amazon.co.jp/-/en/%E4%B8%8D%E4%BA%8C%E6%A1%9C/dp/4297112035,368 pages
情報処理教科書 情報処理安全確保支援士 2022年版,111,3168,4.2,"
山田 祥寛 
(著) 
",https://www.amazon.co.jp/-/en/%E4%B8%8A%E5%8E%9F-%E5%AD%9D%E4%B9%8B/dp/4798173193,816 pages
Elastic Stack実践ガイド[Logstash/Beats編] (impress top gear),19,3850,4.1,"
真野 正 
(著) 
",https://www.amazon.co.jp/-/en/%E6%97%A5%E6%AF%94%E9%87%8E-%E6%81%92/dp/4295009989,0
アルゴリズム論 (IT Text),15,3080,4.3,"
松信 嘉範 
(著) 
",https://www.amazon.co.jp/-/en/%E6%B5%85%E9%87%8E-%E5%93%B2%E5%A4%AB/dp/4274132781,0
[データベースの気持ちがわかる]SQLはじめの一歩 (WEB+DB PRESS plus),3,2398,4.7,"
Yoshiki Mogi 
(著) 
",https://www.amazon.co.jp/-/en/%E6%9C%9D%E4%BA%95-%E6%B7%B3/dp/4774171824,352 pages
クラウドゲームをつくる技術 ──マルチプレイゲーム開発の新戦力 (WEB+DB PRESS plusシリーズ),13,3036,4.2,"
hikalium 
(著),  
",https://www.amazon.co.jp/-/en/%E4%B8%AD%E5%B6%8B-%E8%AC%99%E4%BA%92/dp/4774199419,432 pages
ブラウザだけで学べる シゴトで役立つ やさしいPython入門,16,2618,4.8,"
日能研教務部 
(編集) 
",https://www.amazon.co.jp/-/en/%E6%8E%8C%E7%94%B0%E6%B4%A5%E8%80%B6%E4%B9%83/dp/4839974187,288 pages
セキュリティはなぜ破られるのか―10年使える「セキュリティの考え方」 (ブルーバックス),24,0,4.7,"
山森 丈範 
(著) 
",https://www.amazon.co.jp/-/en/%E5%B2%A1%E5%B6%8B-%E8%A3%95%E5%8F%B2/dp/4062575248,224 pages
Oracleデータベースセキュリティ セキュアなデータベース構築・運用の原則,6,5720,4.3,"
臼渕 啓明 
(著) 
",https://www.amazon.co.jp/-/en/Scott-Gaetjen/dp/4798142409,608 pages
トラブルを防ぐ 著作権侵害の判断と法的対応,3,3300,4.3,"
西田 圭介 
(著) 
",https://www.amazon.co.jp/-/en/%E5%8D%97%E9%83%A8-%E6%9C%8B%E5%AD%90/dp/4539728458,320 pages
SQLiteデータ料理術,4,3630,4.5,"
SmokingWOLF 
(著) 
",https://www.amazon.co.jp/-/en/%E4%B8%AD%E6%9D%91-%E5%B7%9E%E7%94%B7/dp/4802082053,0
